example_id                                                                         | status | run_time            |
./spec/features/avo/resource_description_spec.rb[1:1:1:1]                          | passed | 0.0571 seconds      |
./spec/features/avo/resource_description_spec.rb[1:2:1:1:1]                        | passed | 0.05838 seconds     |
./spec/features/avo/resource_description_spec.rb[1:2:1:2:1]                        | passed | 0.06147 seconds     |
./spec/features/avo/resource_description_spec.rb[1:2:1:3:1]                        | passed | 0.05309 seconds     |
./spec/features/avo/resource_description_spec.rb[1:2:1:4:1]                        | passed | 0.05257 seconds     |
./spec/features/avo/resource_description_spec.rb[1:2:2:1:1]                        | passed | 0.08566 seconds     |
./spec/features/avo/resource_description_spec.rb[1:2:2:2:1]                        | passed | 0.08836 seconds     |
./spec/features/avo/resource_description_spec.rb[1:2:2:3:1]                        | passed | 0.07045 seconds     |
./spec/features/avo/resource_description_spec.rb[1:2:2:4:1]                        | passed | 0.0589 seconds      |
./spec/features/avo/resource_description_spec.rb[1:3:1]                            | passed | 0.07575 seconds     |
./spec/features/avo/resource_missing_model_spec.rb[1:1]                            | failed | 0.09953 seconds     |
./spec/features/avo/resource_name_urls_spec.rb[1:1]                                | passed | 0.06387 seconds     |
./spec/features/avo/resource_sidebar_spec.rb[1:1]                                  | passed | 0.08127 seconds     |
./spec/features/avo/resource_sidebar_spec.rb[1:2]                                  | passed | 0.08877 seconds     |
./spec/features/avo/resource_sidebar_spec.rb[1:3]                                  | passed | 0.07655 seconds     |
./spec/features/avo/resource_tools_spec.rb[1:1]                                    | passed | 0.09313 seconds     |
./spec/features/avo/resource_tools_spec.rb[1:2]                                    | passed | 0.07542 seconds     |
./spec/features/avo/resources_hidden_from_sidebar_spec.rb[1:1:1]                   | passed | 0.05851 seconds     |
./spec/features/avo/resources_hidden_from_sidebar_spec.rb[1:2:1]                   | passed | 0.10992 seconds     |
./spec/features/avo/scopes_spec.rb[1:1:1]                                          | passed | 0.79554 seconds     |
./spec/features/avo/scopes_spec.rb[1:1:2]                                          | passed | 0.57926 seconds     |
./spec/features/avo/scopes_spec.rb[1:1:3]                                          | passed | 0.96344 seconds     |
./spec/features/avo/search_has_many_scope_spec.rb[1:1]                             | failed | 0.0287 seconds      |
./spec/features/avo/search_has_many_scope_spec.rb[1:2]                             | failed | 0.04752 seconds     |
./spec/features/avo/search_has_many_scope_spec.rb[1:3]                             | failed | 0.02768 seconds     |
./spec/features/avo/search_spec.rb[1:1:1:1]                                        | passed | 0.39333 seconds     |
./spec/features/avo/search_spec.rb[1:1:2:1]                                        | passed | 0.34051 seconds     |
./spec/features/avo/search_spec.rb[1:1:3:1]                                        | failed | 1.4 seconds         |
./spec/features/avo/search_spec.rb[1:1:4:1]                                        | failed | 1.46 seconds        |
./spec/features/avo/search_spec.rb[1:2:1]                                          | failed | 1.01 seconds        |
./spec/features/avo/select_field/enum_array_display_value_false_spec.rb[1:1:1:1:1] | passed | 0.09857 seconds     |
./spec/features/avo/select_field/enum_array_display_value_false_spec.rb[1:1:1:2:1] | passed | 0.08636 seconds     |
./spec/features/avo/select_field/enum_array_display_value_false_spec.rb[1:1:1:3:1] | passed | 0.08561 seconds     |
./spec/features/avo/select_field/enum_array_display_value_false_spec.rb[1:1:1:4:1] | passed | 0.07944 seconds     |
./spec/features/avo/select_field/enum_array_display_value_false_spec.rb[1:1:2:1:1] | passed | 0.07178 seconds     |
./spec/features/avo/select_field/enum_array_display_value_false_spec.rb[1:1:2:2:1] | passed | 0.08278 seconds     |
./spec/features/avo/select_field/enum_array_display_value_false_spec.rb[1:1:2:3:1] | passed | 0.07321 seconds     |
./spec/features/avo/select_field/enum_array_display_value_false_spec.rb[1:1:2:4:1] | passed | 0.08352 seconds     |
./spec/features/avo/select_field/enum_array_display_value_false_spec.rb[1:1:3:1:1] | passed | 0.07598 seconds     |
